e47f49d7-eee7-4ad8-b17b-4841805ac3a52026-02-09 19:46:56,672 - license_client - INFO - Загружен сохраненный HWID: CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 02:44:44,219 - license_client - INFO - Лицензия сохранена
2026-02-10 02:45:44,237 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 02:45:44,371 - license_client - INFO - Лицензия сохранена
2026-02-10 02:45:44,377 - license_client - INFO - Лицензия действительна
2026-02-10 02:45:44,383 - license_client - INFO - Лицензия сохранена
2026-02-10 02:46:44,397 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 02:46:44,523 - license_client - INFO - Лицензия сохранена
2026-02-10 02:46:44,526 - license_client - INFO - Лицензия действительна
2026-02-10 02:46:44,533 - license_client - INFO - Лицензия сохранена
2026-02-10 02:47:44,548 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 02:47:44,730 - license_client - INFO - Лицензия сохранена
2026-02-10 02:47:44,734 - license_client - INFO - Лицензия действительна
2026-02-10 02:47:44,745 - license_client - INFO - Лицензия сохранена
2026-02-10 02:48:44,752 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 02:48:44,931 - license_client - INFO - Лицензия сохранена
2026-02-10 02:48:44,935 - license_client - INFO - Лицензия действительна
2026-02-10 02:48:44,939 - license_client - INFO - Лицензия сохранена
2026-02-10 02:49:44,958 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 02:49:45,072 - license_client - INFO - Лицензия сохранена
2026-02-10 02:49:45,092 - license_client - INFO - Лицензия действительна
2026-02-10 02:49:45,096 - license_client - INFO - Лицензия сохранена
2026-02-10 02:50:45,115 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 02:50:45,236 - license_client - INFO - Лицензия сохранена
2026-02-10 02:50:45,241 - license_client - INFO - Лицензия действительна
2026-02-10 02:50:45,247 - license_client - INFO - Лицензия сохранена
2026-02-10 02:51:45,256 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 02:51:45,377 - license_client - INFO - Лицензия сохранена
2026-02-10 02:51:45,388 - license_client - INFO - Лицензия действительна
2026-02-10 02:51:45,399 - license_client - INFO - Лицензия сохранена
2026-02-10 02:52:45,416 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 02:52:45,553 - license_client - INFO - Лицензия сохранена
2026-02-10 02:52:45,561 - license_client - INFO - Лицензия действительна
2026-02-10 02:52:45,570 - license_client - INFO - Лицензия сохранена
2026-02-10 02:53:45,579 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 02:53:45,707 - license_client - INFO - Лицензия сохранена
2026-02-10 02:53:45,709 - license_client - INFO - Лицензия действительна
2026-02-10 02:53:45,716 - license_client - INFO - Лицензия сохранена
2026-02-10 02:54:45,725 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 02:54:45,884 - license_client - INFO - Лицензия сохранена
2026-02-10 02:54:45,888 - license_client - INFO - Лицензия действительна
2026-02-10 02:54:45,895 - license_client - INFO - Лицензия сохранена
2026-02-10 02:55:45,906 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 02:55:46,093 - license_client - INFO - Лицензия сохранена
2026-02-10 02:55:46,100 - license_client - INFO - Лицензия действительна
2026-02-10 02:55:46,112 - license_client - INFO - Лицензия сохранена
2026-02-10 02:56:46,132 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 02:56:46,332 - license_client - INFO - Лицензия сохранена
2026-02-10 02:56:46,351 - license_client - INFO - Лицензия действительна
2026-02-10 02:56:46,356 - license_client - INFO - Лицензия сохранена
2026-02-10 02:57:46,380 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 02:57:46,581 - license_client - INFO - Лицензия сохранена
2026-02-10 02:57:46,585 - license_client - INFO - Лицензия действительна
2026-02-10 02:57:46,592 - license_client - INFO - Лицензия сохранена
2026-02-10 02:58:46,605 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 02:58:46,727 - license_client - INFO - Лицензия сохранена
2026-02-10 02:58:46,733 - license_client - INFO - Лицензия действительна
2026-02-10 02:58:46,742 - license_client - INFO - Лицензия сохранена
2026-02-10 02:59:46,758 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 02:59:46,908 - license_client - INFO - Лицензия сохранена
2026-02-10 02:59:46,919 - license_client - INFO - Лицензия действительна
2026-02-10 02:59:46,924 - license_client - INFO - Лицензия сохранена
2026-02-10 03:00:46,937 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 03:00:47,112 - license_client - INFO - Лицензия сохранена
2026-02-10 03:00:47,131 - license_client - INFO - Лицензия действительна
2026-02-10 03:00:47,141 - license_client - INFO - Лицензия сохранена
2026-02-10 03:01:47,161 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 03:01:47,275 - license_client - INFO - Лицензия сохранена
2026-02-10 03:01:47,290 - license_client - INFO - Лицензия действительна
2026-02-10 03:01:47,295 - license_client - INFO - Лицензия сохранена
2026-02-10 03:02:47,309 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 03:02:47,498 - license_client - INFO - Лицензия сохранена
2026-02-10 03:02:47,502 - license_client - INFO - Лицензия действительна
2026-02-10 03:02:47,513 - license_client - INFO - Лицензия сохранена
2026-02-10 03:03:47,528 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 03:03:47,681 - license_client - INFO - Лицензия сохранена
2026-02-10 03:03:47,704 - license_client - INFO - Лицензия действительна
2026-02-10 03:03:47,708 - license_client - INFO - Лицензия сохранена
2026-02-10 03:04:47,721 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 03:04:47,844 - license_client - INFO - Лицензия сохранена
2026-02-10 03:04:47,848 - license_client - INFO - Лицензия действительна
2026-02-10 03:04:47,859 - license_client - INFO - Лицензия сохранена
2026-02-10 03:05:47,868 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 03:05:48,033 - license_client - INFO - Лицензия сохранена
2026-02-10 03:05:48,044 - license_client - INFO - Лицензия действительна
2026-02-10 03:05:48,048 - license_client - INFO - Лицензия сохранена
2026-02-10 03:06:48,064 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 03:06:48,273 - license_client - INFO - Лицензия сохранена
2026-02-10 03:06:48,279 - license_client - INFO - Лицензия действительна
2026-02-10 03:06:48,286 - license_client - INFO - Лицензия сохранена
2026-02-10 03:07:48,313 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 03:07:48,434 - license_client - INFO - Лицензия сохранена
2026-02-10 03:07:48,442 - license_client - INFO - Лицензия действительна
2026-02-10 03:07:48,448 - license_client - INFO - Лицензия сохранена
2026-02-10 03:08:48,459 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 03:08:48,612 - license_client - INFO - Лицензия сохранена
2026-02-10 03:08:48,617 - license_client - INFO - Лицензия действительна
2026-02-10 03:08:48,623 - license_client - INFO - Лицензия сохранена
2026-02-10 03:09:48,638 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 03:09:48,768 - license_client - INFO - Лицензия сохранена
2026-02-10 03:09:48,777 - license_client - INFO - Лицензия действительна
2026-02-10 03:09:48,784 - license_client - INFO - Лицензия сохранена
2026-02-10 03:10:48,788 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 03:10:48,917 - license_client - INFO - Лицензия сохранена
2026-02-10 03:10:48,932 - license_client - INFO - Лицензия действительна
2026-02-10 03:10:48,936 - license_client - INFO - Лицензия сохранена
2026-02-10 03:11:48,952 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 03:11:49,066 - license_client - INFO - Лицензия сохранена
2026-02-10 03:11:49,079 - license_client - INFO - Лицензия действительна
2026-02-10 03:11:49,085 - license_client - INFO - Лицензия сохранена
2026-02-10 03:12:49,090 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 03:12:49,274 - license_client - INFO - Лицензия сохранена
2026-02-10 03:12:49,278 - license_client - INFO - Лицензия действительна
2026-02-10 03:12:49,284 - license_client - INFO - Лицензия сохранена
2026-02-10 03:13:49,298 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 03:13:49,464 - license_client - INFO - Лицензия сохранена
2026-02-10 03:13:49,471 - license_client - INFO - Лицензия действительна
2026-02-10 03:13:49,483 - license_client - INFO - Лицензия сохранена
2026-02-10 03:14:49,494 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 03:14:49,613 - license_client - INFO - Лицензия сохранена
2026-02-10 03:14:49,622 - license_client - INFO - Лицензия действительна
2026-02-10 03:14:49,629 - license_client - INFO - Лицензия сохранена
2026-02-10 03:15:49,637 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 03:15:49,831 - license_client - INFO - Лицензия сохранена
2026-02-10 03:15:49,834 - license_client - INFO - Лицензия действительна
2026-02-10 03:15:49,839 - license_client - INFO - Лицензия сохранена
2026-02-10 03:16:49,846 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 03:16:50,007 - license_client - INFO - Лицензия сохранена
2026-02-10 03:16:50,012 - license_client - INFO - Лицензия действительна
2026-02-10 03:16:50,020 - license_client - INFO - Лицензия сохранена
2026-02-10 03:17:50,038 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 03:17:50,173 - license_client - INFO - Лицензия сохранена
2026-02-10 03:17:50,177 - license_client - INFO - Лицензия действительна
2026-02-10 03:17:50,186 - license_client - INFO - Лицензия сохранена
2026-02-10 03:18:50,209 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 03:18:50,315 - license_client - INFO - Лицензия сохранена
2026-02-10 03:18:50,339 - license_client - INFO - Лицензия действительна
2026-02-10 03:18:50,342 - license_client - INFO - Лицензия сохранена
2026-02-10 03:19:50,360 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 03:19:50,554 - license_client - INFO - Лицензия сохранена
2026-02-10 03:19:50,557 - license_client - INFO - Лицензия действительна
2026-02-10 03:19:50,563 - license_client - INFO - Лицензия сохранена
2026-02-10 03:20:50,588 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 03:20:50,703 - license_client - INFO - Лицензия сохранена
2026-02-10 03:20:50,714 - license_client - INFO - Лицензия действительна
2026-02-10 03:20:50,718 - license_client - INFO - Лицензия сохранена
2026-02-10 03:21:50,727 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 03:21:50,869 - license_client - INFO - Лицензия сохранена
2026-02-10 03:21:50,886 - license_client - INFO - Лицензия действительна
2026-02-10 03:21:50,891 - license_client - INFO - Лицензия сохранена
2026-02-10 03:22:50,908 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 03:22:51,044 - license_client - INFO - Лицензия сохранена
2026-02-10 03:22:51,048 - license_client - INFO - Лицензия действительна
2026-02-10 03:22:51,057 - license_client - INFO - Лицензия сохранена
2026-02-10 03:23:51,079 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 03:23:51,205 - license_client - INFO - Лицензия сохранена
2026-02-10 03:23:51,209 - license_client - INFO - Лицензия действительна
2026-02-10 03:23:51,215 - license_client - INFO - Лицензия сохранена
2026-02-10 03:24:51,233 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 03:24:51,405 - license_client - INFO - Лицензия сохранена
2026-02-10 03:24:51,411 - license_client - INFO - Лицензия действительна
2026-02-10 03:24:51,419 - license_client - INFO - Лицензия сохранена
2026-02-10 03:25:51,441 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 03:25:51,575 - license_client - INFO - Лицензия сохранена
2026-02-10 03:25:51,580 - license_client - INFO - Лицензия действительна
2026-02-10 03:25:51,585 - license_client - INFO - Лицензия сохранена
2026-02-10 03:26:51,596 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 03:26:51,785 - license_client - INFO - Лицензия сохранена
2026-02-10 03:26:51,789 - license_client - INFO - Лицензия действительна
2026-02-10 03:26:51,796 - license_client - INFO - Лицензия сохранена
2026-02-10 03:27:51,805 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 03:27:51,946 - license_client - INFO - Лицензия сохранена
2026-02-10 03:27:51,952 - license_client - INFO - Лицензия действительна
2026-02-10 03:27:51,960 - license_client - INFO - Лицензия сохранена
2026-02-10 03:28:51,969 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 03:28:52,163 - license_client - INFO - Лицензия сохранена
2026-02-10 03:28:52,169 - license_client - INFO - Лицензия действительна
2026-02-10 03:28:52,180 - license_client - INFO - Лицензия сохранена
2026-02-10 03:29:52,190 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 03:29:52,297 - license_client - INFO - Лицензия сохранена
2026-02-10 03:29:52,320 - license_client - INFO - Лицензия действительна
2026-02-10 03:29:52,324 - license_client - INFO - Лицензия сохранена
2026-02-10 03:30:52,343 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 03:30:52,459 - license_client - INFO - Лицензия сохранена
2026-02-10 03:30:52,463 - license_client - INFO - Лицензия действительна
2026-02-10 03:30:52,469 - license_client - INFO - Лицензия сохранена
2026-02-10 03:31:52,481 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 03:31:52,629 - license_client - INFO - Лицензия сохранена
2026-02-10 03:31:52,634 - license_client - INFO - Лицензия действительна
2026-02-10 03:31:52,641 - license_client - INFO - Лицензия сохранена
2026-02-10 03:32:52,653 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 03:32:52,791 - license_client - INFO - Лицензия сохранена
2026-02-10 03:32:52,795 - license_client - INFO - Лицензия действительна
2026-02-10 03:32:52,800 - license_client - INFO - Лицензия сохранена
2026-02-10 03:33:52,814 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 03:33:52,972 - license_client - INFO - Лицензия сохранена
2026-02-10 03:33:52,982 - license_client - INFO - Лицензия действительна
2026-02-10 03:33:52,986 - license_client - INFO - Лицензия сохранена
2026-02-10 03:34:52,996 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 03:34:53,114 - license_client - INFO - Лицензия сохранена
2026-02-10 03:34:53,125 - license_client - INFO - Лицензия действительна
2026-02-10 03:34:53,129 - license_client - INFO - Лицензия сохранена
2026-02-10 03:35:53,142 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 03:35:53,283 - license_client - INFO - Лицензия сохранена
2026-02-10 03:35:53,293 - license_client - INFO - Лицензия действительна
2026-02-10 03:35:53,297 - license_client - INFO - Лицензия сохранена
2026-02-10 03:36:53,309 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 03:36:53,491 - license_client - INFO - Лицензия сохранена
2026-02-10 03:36:53,494 - license_client - INFO - Лицензия действительна
2026-02-10 03:36:53,500 - license_client - INFO - Лицензия сохранена
2026-02-10 03:37:53,511 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 03:37:53,638 - license_client - INFO - Лицензия сохранена
2026-02-10 03:37:53,655 - license_client - INFO - Лицензия действительна
2026-02-10 03:37:53,659 - license_client - INFO - Лицензия сохранена
2026-02-10 03:38:53,665 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 03:38:53,781 - license_client - INFO - Лицензия сохранена
2026-02-10 03:38:53,794 - license_client - INFO - Лицензия действительна
2026-02-10 03:38:53,799 - license_client - INFO - Лицензия сохранена
2026-02-10 03:39:53,816 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 03:39:53,960 - license_client - INFO - Лицензия сохранена
2026-02-10 03:39:53,967 - license_client - INFO - Лицензия действительна
2026-02-10 03:39:53,976 - license_client - INFO - Лицензия сохранена
2026-02-10 03:40:53,984 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 03:40:54,172 - license_client - INFO - Лицензия сохранена
2026-02-10 03:40:54,176 - license_client - INFO - Лицензия действительна
2026-02-10 03:40:54,188 - license_client - INFO - Лицензия сохранена
2026-02-10 03:41:54,202 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 03:41:54,376 - license_client - INFO - Лицензия сохранена
2026-02-10 03:41:54,397 - license_client - INFO - Лицензия действительна
2026-02-10 03:41:54,406 - license_client - INFO - Лицензия сохранена
2026-02-10 03:42:54,439 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 03:42:54,624 - license_client - INFO - Лицензия сохранена
2026-02-10 03:42:54,630 - license_client - INFO - Лицензия действительна
2026-02-10 03:42:54,639 - license_client - INFO - Лицензия сохранена
2026-02-10 03:43:54,655 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 03:43:54,800 - license_client - INFO - Лицензия сохранена
2026-02-10 03:43:54,815 - license_client - INFO - Лицензия действительна
2026-02-10 03:43:54,819 - license_client - INFO - Лицензия сохранена
2026-02-10 03:44:54,833 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 03:44:54,956 - license_client - INFO - Лицензия сохранена
2026-02-10 03:44:54,963 - license_client - INFO - Лицензия действительна
2026-02-10 03:44:54,971 - license_client - INFO - Лицензия сохранена
2026-02-10 03:45:54,986 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 03:45:55,102 - license_client - INFO - Лицензия сохранена
2026-02-10 03:45:55,108 - license_client - INFO - Лицензия действительна
2026-02-10 03:45:55,113 - license_client - INFO - Лицензия сохранена
2026-02-10 03:46:55,127 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 03:46:55,311 - license_client - INFO - Лицензия сохранена
2026-02-10 03:46:55,316 - license_client - INFO - Лицензия действительна
2026-02-10 03:46:55,322 - license_client - INFO - Лицензия сохранена
2026-02-10 03:47:55,340 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 03:47:55,516 - license_client - INFO - Лицензия сохранена
2026-02-10 03:47:55,533 - license_client - INFO - Лицензия действительна
2026-02-10 03:47:55,541 - license_client - INFO - Лицензия сохранена
2026-02-10 03:48:55,551 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 03:48:55,691 - license_client - INFO - Лицензия сохранена
2026-02-10 03:48:55,697 - license_client - INFO - Лицензия действительна
2026-02-10 03:48:55,700 - license_client - INFO - Лицензия сохранена
2026-02-10 03:49:55,717 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 03:49:55,912 - license_client - INFO - Лицензия сохранена
2026-02-10 03:49:55,916 - license_client - INFO - Лицензия действительна
2026-02-10 03:49:55,923 - license_client - INFO - Лицензия сохранена
2026-02-10 03:50:55,930 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 03:50:56,087 - license_client - INFO - Лицензия сохранена
2026-02-10 03:50:56,093 - license_client - INFO - Лицензия действительна
2026-02-10 03:50:56,101 - license_client - INFO - Лицензия сохранена
2026-02-10 03:51:56,118 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 03:51:56,307 - license_client - INFO - Лицензия сохранена
2026-02-10 03:51:56,310 - license_client - INFO - Лицензия действительна
2026-02-10 03:51:56,318 - license_client - INFO - Лицензия сохранена
2026-02-10 03:52:56,338 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 03:52:56,499 - license_client - INFO - Лицензия сохранена
2026-02-10 03:52:56,503 - license_client - INFO - Лицензия действительна
2026-02-10 03:52:56,510 - license_client - INFO - Лицензия сохранена
2026-02-10 03:53:56,526 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 03:53:56,666 - license_client - INFO - Лицензия сохранена
2026-02-10 03:53:56,669 - license_client - INFO - Лицензия действительна
2026-02-10 03:53:56,676 - license_client - INFO - Лицензия сохранена
2026-02-10 03:54:56,682 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 03:54:56,801 - license_client - INFO - Лицензия сохранена
2026-02-10 03:54:56,810 - license_client - INFO - Лицензия действительна
2026-02-10 03:54:56,813 - license_client - INFO - Лицензия сохранена
2026-02-10 03:55:56,821 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 03:55:56,956 - license_client - INFO - Лицензия сохранена
2026-02-10 03:55:56,969 - license_client - INFO - Лицензия действительна
2026-02-10 03:55:56,977 - license_client - INFO - Лицензия сохранена
2026-02-10 03:56:56,988 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 03:56:57,126 - license_client - INFO - Лицензия сохранена
2026-02-10 03:56:57,131 - license_client - INFO - Лицензия действительна
2026-02-10 03:56:57,138 - license_client - INFO - Лицензия сохранена
2026-02-10 03:57:57,157 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 03:57:57,281 - license_client - INFO - Лицензия сохранена
2026-02-10 03:57:57,285 - license_client - INFO - Лицензия действительна
2026-02-10 03:57:57,292 - license_client - INFO - Лицензия сохранена
2026-02-10 03:58:57,304 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 03:58:57,416 - license_client - INFO - Лицензия сохранена
2026-02-10 03:58:57,423 - license_client - INFO - Лицензия действительна
2026-02-10 03:58:57,432 - license_client - INFO - Лицензия сохранена
2026-02-10 03:59:57,443 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 03:59:57,586 - license_client - INFO - Лицензия сохранена
2026-02-10 03:59:57,589 - license_client - INFO - Лицензия действительна
2026-02-10 03:59:57,595 - license_client - INFO - Лицензия сохранена
2026-02-10 04:00:57,604 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 04:00:57,741 - license_client - INFO - Лицензия сохранена
2026-02-10 04:00:57,746 - license_client - INFO - Лицензия действительна
2026-02-10 04:00:57,752 - license_client - INFO - Лицензия сохранена
2026-02-10 04:01:57,765 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 04:01:57,961 - license_client - INFO - Лицензия сохранена
2026-02-10 04:01:57,969 - license_client - INFO - Лицензия действительна
2026-02-10 04:01:57,978 - license_client - INFO - Лицензия сохранена
2026-02-10 04:02:57,993 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 04:02:58,127 - license_client - INFO - Лицензия сохранена
2026-02-10 04:02:58,131 - license_client - INFO - Лицензия действительна
2026-02-10 04:02:58,139 - license_client - INFO - Лицензия сохранена
2026-02-10 04:03:58,152 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 04:03:58,291 - license_client - INFO - Лицензия сохранена
2026-02-10 04:03:58,294 - license_client - INFO - Лицензия действительна
2026-02-10 04:03:58,301 - license_client - INFO - Лицензия сохранена
2026-02-10 04:04:58,307 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 04:04:58,422 - license_client - INFO - Лицензия сохранена
2026-02-10 04:04:58,435 - license_client - INFO - Лицензия действительна
2026-02-10 04:04:58,440 - license_client - INFO - Лицензия сохранена
2026-02-10 04:05:58,461 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 04:05:58,590 - license_client - INFO - Лицензия сохранена
2026-02-10 04:05:58,595 - license_client - INFO - Лицензия действительна
2026-02-10 04:05:58,603 - license_client - INFO - Лицензия сохранена
2026-02-10 04:06:58,612 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 04:06:58,810 - license_client - INFO - Лицензия сохранена
2026-02-10 04:06:58,813 - license_client - INFO - Лицензия действительна
2026-02-10 04:06:58,820 - license_client - INFO - Лицензия сохранена
2026-02-10 04:07:58,838 - license_client - INFO - Проверка лицензии e47f49d7... на HWID CRAFT-B6DD50B6A9C5A349F55F
2026-02-10 04:07:58,961 - license_client - INFO - Лицензия сохранена
2026-02-10 04:07:58,981 - license_client - INFO - Лицензия действительна
2026-02-10 04:07:58,985 - license_client - INFO - Лицензия сохранена
